Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-01-03 00:00:00-05:00,26.781481357443056,26.904056072927844,26.540956621718564,26.8624267578125,115127600,0.0,0.0
2017-01-04 00:00:00-05:00,26.793041325254443,26.9456827203915,26.769914322363828,26.83235740661621,84472400,0.0,0.0
2017-01-05 00:00:00-05:00,26.80922791571212,27.026625604558337,26.783787685550244,26.968807220458984,88774400,0.0,0.0
2017-01-06 00:00:00-05:00,27.008124258114727,27.327282878952225,26.93643002391598,27.26946449279785,127007600,0.0,0.0
2017-01-09 00:00:00-05:00,27.278716610806264,27.621002267452354,27.276405145552374,27.519241333007812,134247600,0.0,0.0
2017-01-10 00:00:00-05:00,27.46835932944873,27.609436339046322,27.359662240844777,27.546993255615234,97848400,0.0,0.0
2017-01-11 00:00:00-05:00,27.461426220881282,27.73664236401141,27.429048058686856,27.69501304626465,110354400,0.0,0.0
2017-01-12 00:00:00-05:00,27.49842511004716,27.59093488180601,27.338845797875077,27.579370498657227,108344800,0.0,0.0
2017-01-13 00:00:00-05:00,27.54699848379659,27.66494851319364,27.477615698391848,27.53080940246582,104447600,0.0,0.0
2017-01-17 00:00:00-05:00,27.36890797924328,27.808328027674968,27.341156285632557,27.752822875976562,137759200,0.0,0.0
2017-01-18 00:00:00-05:00,27.75283012137662,27.86846691354902,27.685760570179337,27.750516891479492,94852000,0.0,0.0
2017-01-19 00:00:00-05:00,27.61406294246662,27.77364049628045,27.607125018102177,27.701946258544922,102389200,0.0,0.0
2017-01-20 00:00:00-05:00,27.85689525597069,27.85689525597069,27.690379800875476,27.752822875976562,130391600,0.0,0.0
2017-01-23 00:00:00-05:00,27.752829477316595,27.94016051165572,27.69963577778169,27.771331787109375,88200800,0.0,0.0
2017-01-24 00:00:00-05:00,27.648760892625678,27.77596031995131,27.637196506288063,27.745895385742188,92844000,0.0,0.0
2017-01-25 00:00:00-05:00,27.849966638923608,28.238506359600944,27.81758847590696,28.187625885009766,129510400,0.0,0.0
2017-01-26 00:00:00-05:00,28.13906269890847,28.317144385661845,28.122873615065238,28.201507568359375,105350400,0.0,0.0
2017-01-27 00:00:00-05:00,28.247748458242626,28.296315687195367,28.12286054187401,28.203805923461914,82251600,0.0,0.0
2017-01-30 00:00:00-05:00,27.967910019916967,28.12980079650879,27.905466938796444,28.12980079650879,121510000,0.0,0.0
2017-01-31 00:00:00-05:00,28.018792303956417,28.07429746461393,27.896217598785675,28.065046310424805,196804000,0.0,0.0
2017-02-01 00:00:00-05:00,29.378681269570627,30.17888937327916,29.374056574547758,29.776472091674805,447940000,0.0,0.0
2017-02-02 00:00:00-05:00,29.59839605314981,29.924490911057177,29.55214027454333,29.725595474243164,134841600,0.0,0.0
2017-02-03 00:00:00-05:00,29.674707311511316,29.878229155693695,29.640017692141207,29.8527889251709,98029200,0.0,0.0
2017-02-06 00:00:00-05:00,29.864352867120733,30.181196482538002,29.811157412932904,30.132627487182617,107383600,0.0,0.0
2017-02-07 00:00:00-05:00,30.190452399428953,30.548927163944168,30.16963862361349,30.419414520263672,152735200,0.0,0.0
2017-02-08 00:00:00-05:00,30.377783445968838,30.57899031342908,30.347716753974286,30.5373592376709,92016400,0.0,0.0
2017-02-09 00:00:00-05:00,30.57917997106874,30.765001759380723,30.456073789466412,30.758033752441406,113399600,0.1425,0.0
2017-02-10 00:00:00-05:00,30.767319682253024,30.87881131177718,30.672085550412284,30.688343048095703,80262000,0.0,0.0
2017-02-13 00:00:00-05:00,30.911322241304532,31.08320793370608,30.83467065729793,30.960098266601562,92141600,0.0,0.0
2017-02-14 00:00:00-05:00,31.001913371675293,31.378199786796667,30.950812309837264,31.361942291259766,132904800,0.0,0.0
2017-02-15 00:00:00-05:00,31.47807881503366,31.652286004872664,31.269028060674245,31.475753784179688,142492400,0.0,0.0
2017-02-16 00:00:00-05:00,31.512929029539674,31.56635159264762,31.32013925177434,31.438602447509766,90338400,0.0,0.0
