Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-06-01 00:00:00-04:00,35.72461671482642,35.76193518169433,35.503044100986116,35.72694778442383,65616400,0.0,0.0
2017-06-02 00:00:00-04:00,35.820237422715024,36.256385803222656,35.65930467770429,36.256385803222656,111082800,0.0,0.0
2017-06-05 00:00:00-04:00,35.99748265590717,36.02313864370829,35.79223831238126,35.90185546875,101326800,0.0,0.0
2017-06-06 00:00:00-04:00,35.894867612168994,36.340347347771115,35.866880549034676,36.02314758300781,106499600,0.0,0.0
2017-06-07 00:00:00-04:00,36.15609037555672,36.37999398059445,36.03014148369983,36.23772048950195,84278400,0.0,0.0
2017-06-08 00:00:00-04:00,36.20974108841562,36.277377686214315,36.01148987468374,36.14910125732422,85003200,0.0,0.0
2017-06-09 00:00:00-04:00,36.19574762712683,36.19574762712683,34.0569826664801,34.74735641479492,259530800,0.0,0.0
2017-06-12 00:00:00-04:00,33.99167870554587,34.07330884068668,33.238326904225964,33.91704177856445,289229200,0.0,0.0
2017-06-13 00:00:00-04:00,34.3228641791388,34.390500764658675,33.85405954155062,34.189918518066406,136661600,0.0,0.0
2017-06-14 00:00:00-04:00,34.40216480385266,34.40216480385266,33.548523792553745,33.85639572143555,126124800,0.0,0.0
2017-06-15 00:00:00-04:00,33.427245827433296,33.69779575440227,33.16835480472434,33.653480529785156,128661600,0.0,0.0
2017-06-16 00:00:00-04:00,33.534529932935364,33.702459427248975,33.166018184796265,33.18234634399414,201444400,0.0,0.0
2017-06-19 00:00:00-04:00,33.50653525553882,34.224899360429745,33.50653525553882,34.1316032409668,130165600,0.0,0.0
2017-06-20 00:00:00-04:00,34.25522457649516,34.25522457649516,33.805082718131736,33.821407318115234,99600400,0.0,0.0
2017-06-21 00:00:00-04:00,33.94035399577515,34.068633941674996,33.72810931791206,34.0219841003418,85063200,0.0,0.0
2017-06-22 00:00:00-04:00,33.99866380198792,34.21557062366228,33.84705893067949,33.96601104736328,76425200,0.0,0.0
2017-06-23 00:00:00-04:00,33.84939971040199,34.322866517955205,33.844734013498076,34.117618560791016,141757600,0.0,0.0
2017-06-26 00:00:00-04:00,34.32519532219675,34.584086320580376,33.90770622838432,34.01033020019531,102769600,0.0,0.0
2017-06-27 00:00:00-04:00,33.82141350573962,34.08963595004883,33.49721692680789,33.52287292480469,99047600,0.0,0.0
2017-06-28 00:00:00-04:00,33.700123150088345,34.07796267445838,33.38992020322427,34.012657165527344,88329600,0.0,0.0
2017-06-29 00:00:00-04:00,33.75143909487484,33.849397369779396,33.18467618285396,33.51120376586914,125997600,0.0,0.0
2017-06-30 00:00:00-04:00,33.690800680553174,33.8097528281601,33.53453363144856,33.590511322021484,92096400,0.0,0.0
